Website,Public-Facing
extranet.osha.gov,No
extranet.tsa.dhs.gov,Yes
extranet2.mspb.gov,No
extsp16.darpa.mil,--
extstsp.fdic.gov,Yes
extwiki.nsf.gov,Yes
exwc.navfac.navy.mil,Yes
eyegene-demo.cit.nih.gov,Yes
eyegene.nih.gov,Yes
eyeintegration.nei.nih.gov,Yes
eyepsc.nei.nih.gov,Yes
eyes.nasa.gov,Yes
ezaudit.ed.gov,Yes
ezmt.anl.gov,Yes
f64.nsstc.nasa.gov,Yes
fa.hqmc.usmc.mil,Yes
faa.gov,Yes
faa.usajobs.gov,Yes
faaaccess.ed.gov,Yes
faai.usajobs.gov,Yes
fab.lbl.gov,No
fac-preview.app.cloud.gov,No
fac-prod.app.cloud.gov,No
fac.gov,Yes
facadatabase.gov,Yes
facades.lbl.gov,Yes
facdissem.census.gov,Yes
face.ornl.gov,Yes
face2face.hrsa.gov,Yes
face2face.nih.gov,No
faces.opm.gov,No
facilities-integration.usmc.mil,--
facilops.ihs.gov,Yes
facjj.ojp.gov,No
factor.niehs.nih.gov,Yes
facts.tva.com,No
factsprod.milcloud.mil,Yes
factt.epa.gov,Yes
faeis.cals.vt.edu,Yes
faf.ornl.gov,Yes
fai.gov,Yes
fairchild.af.mil,Yes
fairchild.tricare.mil,Yes
fairs.reporting.gov,No
fam.state.gov,Yes
famprod.nwcg.gov,No
famtest2.nwcg.gov,No
fan.gov,No
fapss.dmdc.osd.mil,Yes
faq.ssa.gov,Yes
far-qc.sandia.gov,Yes
farallones.noaa.gov,Yes
farmers.gov,Yes
farmtoschoolcensus.fns.usda.gov,Yes
farsclosed.cdan.dot.gov,Yes
farscurrent.cdan.dot.gov,No
farsintranet.cdan.dot.gov,Yes
farsprev.cdan.dot.gov,Yes
farsrec.cdan.dot.gov,Yes
farsrecprev.cdan.dot.gov,Yes
farssso.cdan.dot.gov,Yes
fas.usda.gov,Yes
fasrp.sc.egov.usda.gov,No
fast.fnal.gov,Yes
fastlane.nsf.gov,Yes
fastweb.inl.gov,Yes
fatherhood.gov,Yes
fawiki.fws.gov,No
fbi.gov,Yes
fbi.usajobs.gov,Yes
fbibiospecs.fbi.gov,Yes
fbijobs.gov,Yes
fca.gov,Yes
fca.usajobs.gov,Yes
fcc.gov,Yes
fcc.navy.mil,Yes
fcc.usajobs.gov,Yes
fccdata.fcc.gov,Yes
fccravpn.fcc.gov,Yes
fcg.pentagon.mil,Yes
fcsic.gov,Yes
fcsm.gov,Yes
fda.gov,Yes
fda.usajobs.gov,Yes
fdanj.nlm.nih.gov,Yes
fdatrackdashboard.fda.gov,No
fdc.nal.usda.gov,Yes
fdf.gsfc.nasa.gov,Yes
fdic.gov,Yes
fdic.usajobs.gov,Yes
fdicconnect.gov,Yes
fdicoig.gov,Yes
fdms.gov,Yes
fdp.astrogeology.usgs.gov,Yes
fdr.artifacts.archives.gov,Yes
fdr.blogs.archives.gov,Yes
fdx.banknet.gov,No
fec-feature-cms.app.cloud.gov,No
fec.gov,Yes
fecd.dc3n.navy.mil,--
fecnotify.fec.gov,Yes
fedcenter.gov,Yes
federalcomments.sba.gov,Yes
federalfleets.energy.gov,Yes
federalregister.dol.gov,Yes
federalregister.gov,Yes
federation.data.gov,Yes
federation.nih.gov,No
federation.prod.cce.af.mil,Yes
federationdev.nih.gov,No
fedhr.fema.gov,No
fedhrnavigator.fletc.gov,No
fedhrnavigator.uscis.gov,No
fedmall.mil,--
fedpay.gsa.gov,Yes
fedramp.gov,Yes
feds.iawg.gov,No
fedscope.opm.gov,Yes
fedsim.gsa.gov,Yes
fedspecs.gsa.gov,Yes
fedstar.phmsa.dot.gov,Yes
fedstate.bls.gov,No
fedtalent.ibc.doi.gov,No
fedtalentclnt.ibc.doi.gov,No
fedtalentdemo.ibc.doi.gov,No
fedtalenttrn.ibc.doi.gov,No
fedtool.usalearning.gov,Yes
fedvte.usalearning.gov,No
feedback.nrc.gov,Yes
feedback.usa.gov,No
feedthefuture.gov,Yes
feer.gsfc.nasa.gov,Yes
fees-dmz-alx1.uspto.gov,Yes
fees.uspto.gov,Yes
fehm.lanl.gov,Yes
fehrm.gov,Yes
felezcheck.atf.gov,No
fellows-in-innovation.pif.gov,No
fema.gov,Yes
femci.gsfc.nasa.gov,Yes
fempcentral.energy.gov,Yes
femto.niddk.nih.gov,No
feos.nifc.gov,No
ferc.gov,Yes
ferconline.ferc.gov,Yes
fermi.gsfc.nasa.gov,Yes
fermilinux.fnal.gov,No
ferret.pmel.noaa.gov,Yes
fers.tva.gov,No
fertilitySCD.ctss.nih.gov,Yes
fes.research.va.gov,Yes
fess.fnal.gov,Yes
fett.darpa.mil,Yes
fewarren.tricare.mil,Yes
ffavors.edc.usda.gov,No
ffavors.fns.usda.gov,No
ffavorsrpt.edc.usda.gov,No
ffb.treasury.gov,Yes
ffiec.cfpb.gov,Yes
fflezcheck.atf.gov,No
ffr.cnic.navy.mil,Yes
ffsmis.cnic.navy.mil,Yes
ffsp.navy.mil,--
ffsru.usda.gov,No
ffx-rtc-app.msc.fema.gov,No
fgdc.gov,Yes
fgisonline.ams.usda.gov,No
fhfa.usajobs.gov,Yes
fhir.healthit.gov,Yes
fhw1xavlacp04.fhwa.dot.gov,No
fhwa.dot.gov,Yes
fhwaapps.fhwa.dot.gov,Yes
fi.usembassy.gov,Yes
fic.nih.gov,Yes
fifeanddrum.army.mil,Yes
filenet.pdt.vbms.aide.oit.va.gov,No
filermanagement.edgarfiling.sec.gov,Yes
files.asprtracie.hhs.gov,Yes
files.covid19treatmentguidelines.nih.gov,Yes
files.healthit.gov,No
files.nccih.nih.gov,Yes
filetrail.msc.fema.gov,No
filetransfer.niehs.nih.gov,No
fim.nimh.nih.gov,Yes
fim.noaa.gov,Yes
finance.army.mil,Yes
finance.ocfo.gsa.gov,Yes
financialaidtoolkit.ed.gov,Yes
financialfrontline.mil,Yes
financialresearch.gov,Yes
fincen.gov,Yes
fincen105.cbp.dhs.gov,Yes
fincenid.fincen.gov,Yes
finchhenry.jobcorps.gov,Yes
findahealthcenter.hrsa.gov,Yes
findanetwork.hrsa.gov,Yes
finder.healthcare.gov,Yes
findhivcare.hrsa.gov,Yes
findingaids.nlm.nih.gov,Yes
findtbresources-prod-az.cdc.gov,No
findtbresources.cdc.gov,Yes
findtreatment.gov,Yes
fiportal.fincen.gov,No
fire.airnow.gov,Yes
fire.ak.blm.gov,Yes
fire.blm.gov,No
fire.irs.gov,Yes
fire.pppl.gov,Yes
fireballs.ndc.nasa.gov,Yes
firecode.gov,No
firefox.sandia.gov,No
firejobs.doi.gov,Yes
fireleadership.gov,No
firenet.gov,No
firescience.gov,Yes
firms.modaps.eosdis.nasa.gov,Yes
first.army.mil,Yes
first.tva.gov,No
firstnet.gov,Yes
firstrespondertraining.gov,Yes
firstwall.pppl.gov,Yes
fis.fda.gov,No
fiscal.treasury.gov,Yes
fiscaldata.treasury.gov,Yes
fisch-fest2016.pppl.gov,Yes
fishadvisoryonline.epa.gov,Yes
fisheries.noaa.gov,Yes
fisheriespermits.noaa.gov,Yes
fisherybiologist.usajobs.gov,Yes
fisherybulletin.nmfs.noaa.gov,Yes
fist.navair.navy.mil,Yes
fit.genomics.lbl.gov,Yes
fitbir-demo.cit.nih.gov,Yes
fitbir.nih.gov,Yes
fitness.marines.mil,Yes
fits.gsfc.nasa.gov,Yes
fits.nist.gov,Yes
fixit.nih.gov,Yes
fj.usembassy.gov,Yes
fjallfoss.fcc.gov,Yes
fl.ng.mil,Yes
flag.dol.gov,Yes
flare.pppl.gov,Yes
flatwoods.jobcorps.gov,Yes
fleet.gsa.gov,Yes
fleetautoauctions.gsa.gov,Yes
fleetb.gsa.gov,No
fleetd.gsa.gov,No
fleetsso.gsa.gov,No
fleta.gov,Yes
fletc.gov,Yes
flexlab.lbl.gov,Yes
flighthub.navair.navy.mil,Yes
flightopportunities.ndc.nasa.gov,Yes
flightplanning.jpl.nasa.gov,Yes
flightsimulation.larc.nasa.gov,Yes
flint.nres.navy.smil.mil,Yes
flintgenesee.jobcorps.gov,Yes
flinthills.jobcorps.gov,Yes
flisancillaryu.dla.mil,Yes
floatplan.noaa.gov,Yes
floats.pmel.noaa.gov,Yes
floodmaps.fema.gov,Yes
floodsmart.gov,Yes
floridacaribbean-mdc.diver.orr.noaa.gov,Yes
floridakeys.noaa.gov,Yes
flowergarden.noaa.gov,Yes
flowsheet-lhc.lhcaws.nlm.nih.gov,Yes
flowsmapper.geo.census.gov,Yes
floyd.lbl.gov,Yes
fluid.nccs.nasa.gov,Yes
fluidflowvisualization.sandia.gov,Yes
flyhealthy.gov,Yes
fm.usembassy.gov,Yes
fmcsa.dot.gov,Yes
fmd.ctss.nih.gov,Yes
fmea.iss.nasa.gov,No
fmitservices-external.gsa.gov,Yes
fmosystems.navy.mil,Yes
fmrif.nimh.nih.gov,Yes
fmshrc.gov,Yes
fmswseb.fas.gsa.gov,No
fmswsec.fas.gsa.gov,No
fmtbneast.marines.mil,Yes
fmtbnwest.marines.mil,Yes
fmtbnwest.usmc.afpims.mil,--
fmvision.fiscal.treasury.gov,Yes
fnal.gov,Yes
fndca.fnal.gov,No
fnirs-dcs.ctss.nih.gov,Yes
fnmsform.hhs.gov,No
fns.usda.gov,Yes
fnv.ee.doe.gov,No
foci.anl.gov,No
foia-pal.occ.gov,Yes
foia.af.mil,Yes
foia.blogs.archives.gov,Yes
foia.cdc.gov,Yes
foia.gov,Yes
foia.marines.mil,Yes
foia.msfc.nasa.gov,Yes
foia.opm.gov,No
foia.state.gov,Yes
foiaonline.gov,No
foiaportal.nih.gov,Yes
foiapublicaccessportal.epa.gov,Yes
foiarequest.epa.gov,Yes
foiarequest.ntsb.gov,Yes
foiarequest.usaid.gov,Yes
foiaxpress.pal.ed.gov,Yes
foiaxpresspal.ftc.gov,Yes
foiltheflu.nih.gov,No
fomel.hosc.msfc.nasa.gov,No
foodbuyingguide.fns.usda.gov,Yes
foodcomplaint.fsis.usda.gov,No
foodsafety.gov,Yes
footpain.ctss.nih.gov,Yes
forcecom.uscg.mil,Yes
ford.blogs.archives.gov,Yes
fordlibrarymuseum.gov,Yes
foreignassistance.gov,Yes
forestproducts.blm.gov,Yes
forestsandrangelands.gov,Yes
forestservicecareers.usajobs.gov,Yes
forfeiture.gov,Yes
formmail.grc.nasa.gov,No
forms.cert.sc.egov.usda.gov,No
forms.dfc.gov,Yes
forms.doioig.gov,No
forms.fema.gov,No
forms.ferc.gov,Yes
forms.iglb.oig.hhs.gov,No
forms.irs.gov,Yes
forms.nasa.gov,No
forms.navfac.navy.mil,Yes
forms.ncua.gov,Yes
forms.niddk.nih.gov,Yes
forms.psc.dhhs.gov,No
forms.sc.egov.usda.gov,No
forscom.army.mil,Yes
fortpecktribes.nsopw.gov,Yes
fortsimcoe.jobcorps.gov,Yes
forum.earthdata.nasa.gov,Yes
forum.triagechallenge.darpa.mil,Yes
forums.huduser.gov,Yes
forward.darpa.mil,Yes
fosterscholars.noaa.gov,Yes
foums.hosc.msfc.nasa.gov,No
foundationhandbook.ornl.gov,Yes
founders.archives.gov,Yes
foundry-admin.lbl.gov,No
foundry-proposals.lbl.gov,No
foundry.lbl.gov,Yes
fourthfleet.navy.mil,Yes
fpar.opa.hhs.gov,No
fpb.defense.gov,Yes
fpc.gov,Yes
fpd.gsfc.nasa.gov,No
fpdbomgar.ndc.nasa.gov,No
fpds.gov,Yes
fpdt-apm.doe.gov,No
fpi.gsfc.nasa.gov,Yes
fpki.gov,No
fpr.ncua.gov,Yes
fpr.tsa.dhs.gov,Yes
fprs.fns.usda.gov,No
fqacalc.erdc.dren.mil,Yes
fqt-tsdr.etc.uspto.gov,No
fr-s-bsg-bot-p.ncifcrf.gov,Yes
fr.fiscal.treasury.gov,No
fr.usembassy.gov,Yes
fra.dot.gov,Yes
fra.portal.dot.gov,Yes
fragis.fra.dot.gov,Yes
frcse.navair.navy.mil,Yes
frcsw.navair.navy.mil,Yes
frederick.cancer.gov,Yes
fredgacosta.jobcorps.gov,Yes
freedomaward.csd.disa.mil,--
freedomaward.mil,Yes
frenchburg.jobcorps.gov,Yes
freqcoord.ntia.doc.gov,No
fres.cnic.navy.mil,Yes
frfdataportal.erdc.dren.mil,Yes
frieda.lbl.gov,Yes
frms.certrec.com,No
frppmap.gsa.gov,Yes
frs-public.epa.gov,No
frtib.gov,Yes
frtibrecruitment.usajobs.gov,Yes
frtr.gov,Yes
fs-events-avi-lb-pz.sewp.nasa.gov,No
fs-sewp-avi-lb-pz.sewp.nasa.gov,No
fs-www-avi-lb-pz.sewp.nasa.gov,No
fs.doi.gov,No
fs.ntia.doc.gov,Yes
fs.usda.gov,Yes
fs1.acl.gov,No
fsa-fms.ed.gov,Yes
fsa-fmstest2.ed.gov,No
fsa-remote.ed.gov,No
fsa.usda.gov,Yes
fsacitrixweb.ed.gov,No
fsaconferences.ed.gov,Yes
fsapartners.ed.gov,Yes
fsapps.nwcg.gov,No
fsawebenroll.ed.gov,Yes
fsc.va.gov,Yes
fsd.gov,Yes
fsgb.gov,Yes
fsm.navsup.navy.mil,Yes
fsnutown.phy.ornl.gov,Yes
fsr5.usajobs.gov,Yes
fsr5fire.usajobs.gov,Yes
fsrs.gov,Yes
fss.va.gov,Yes
fsst.nsopw.gov,Yes
fta.dot.gov,Yes
ftaanalytics.fta.dot.gov,Yes
ftajira-dev.ad.dot.gov,Yes
ftajira-test.ad.dot.gov,Yes
ftajira.ad.dot.gov,Yes
ftawebprod.fta.dot.gov,Yes
ftbelknap.nsopw.gov,Yes
ftbf.fnal.gov,Yes
ftc.gov,Yes
ftg.lbl.gov,Yes
ftig.ng.mil,Yes
ftmcdowell.nsopw.gov,Yes
ftp-f5.lanl.gov,No
ftp.cdc.gov,No
ftp.cpc.ncep.noaa.gov,No
ftp.eipconline.com,No
ftp.emc.ncep.noaa.gov,No
ftp.gsa.gov,No
ftp.i.ncep.noaa.gov,No
ftp.ncbi.nih.gov,No
ftp.ncep.noaa.gov,No
ftp.nco.ncep.noaa.gov,No
ftp.ngs.noaa.gov,No
ftp.nhc.ncep.noaa.gov,No
ftp.nhc.noaa.gov,No
ftp.nhtsa.dot.gov,Yes
ftp.nlm.nih.gov,Yes
ftp.opc.ncep.noaa.gov,No
ftp.phy.ornl.gov,Yes
ftp.wildfire.gov,No
ftp.wpc.ncep.noaa.gov,No
ftpprd.ncep.noaa.gov,No
fts.tsa.dhs.gov,Yes
ftsdb.grc.nasa.gov,Yes
fueleconomy.gov,Yes
fuji.marines.mil,Yes
fumehoodcalculator.lbl.gov,Yes
fun3d.larc.nasa.gov,Yes
fundedresearch.cancer.gov,Yes
fundingmap.fcc.gov,Yes
fundingprofiles.cdc.gov,Yes
fuse.navy.mil,--
fusedweb.pppl.gov,No
fusion.navy.mil,Yes
fusionenergy.lanl.gov,Yes
fusionftp.gsfc.nasa.gov,Yes
future.usap.gov,Yes
futures.af.mil,Yes
fvap.gov,Yes
fw-sld.pnl.gov,No
fwb.metoc.navy.mil,Yes
fws.gov,Yes
fwsprimary.wim.usgs.gov,Yes
fxc.noaa.gov,No
fxcave-proxy.gsd.esrl.noaa.gov,No
g2.cnic.navy.mil,Yes
g5.gov,Yes
g5drf.ed.gov,No
ga.ng.mil,Yes
ga.usembassy.gov,Yes
gaa351.matcom.usmc.mil,Yes
gaborone.ilea.state.gov,Yes
gac.gsfc.nasa.gov,Yes
gacc.nifc.gov,Yes
gacp.giss.nasa.gov,Yes
gadgillab.berkeley.edu,Yes
gadsden.jobcorps.gov,Yes
gain.fas.usda.gov,Yes
gain.inl.gov,Yes
gammaray.nsstc.nasa.gov,Yes
gams.nist.gov,Yes
gandalf.glerl.noaa.gov,No
gao.usajobs.gov,Yes
gap.tbportals.niaid.nih.gov,Yes
gaponline.epa.gov,Yes
gary.jobcorps.gov,Yes
gashydrates.nist.gov,Yes
gasnet.lbl.gov,Yes
gates.jpl.nasa.gov,Yes
gatesea.mtmc.gov,Yes
gateway.ies.ed.gov,Yes
gateway.nesdis.noaa.gov,No
gateway.womenshealth.gov,Yes
gawg.cap.gov,Yes
gaxis.ornl.gov,No
gbif.us,Yes
gbm-biodp-prod-sg.ha.nci.nih.gov,No
gbnci.cancer.gov,No
gbvdi.fcc.gov,Yes
gcbs.sandia.gov,Yes
gccsportal.mcw.ad.usmc.smil.mil,Yes
gcgx.niaid.nih.gov,Yes
gcld.nmfs.noaa.gov,Yes
gcmd.earthdata.nasa.gov,Yes
gcmdservices.gcmd.eosdis.nasa.gov,No
gcn.gsfc.nasa.gov,Yes
gcss-dime.giss.nasa.gov,Yes
gcssmc-sakc.usmc.mil,Yes
gdc-mvs.nci.nih.gov,Yes
gdc.cancer.gov,Yes
gdg.sc.egov.usda.gov,No
gdo-dcp.ucllnl.org,Yes
gdo-pdes-course-2014.llnl.gov,No
gdo127.llnl.gov,No
gdo149.llnl.gov,No
gdo152.llnl.gov,No
gdscc.nasa.gov,Yes
ge.usembassy.gov,Yes
gearup.ed.gov,Yes
geer.grc.nasa.gov,No
gems.lm.doe.gov,Yes
genealogy.uscis.dhs.gov,No
genecollections.nci.nih.gov,Yes
genelab.nasa.gov,Yes
genemachine.nhgri.nih.gov,Yes
general.usajobs.gov,Yes
genesis.jpl.nasa.gov,Yes
geneva.physics.lbl.gov,Yes
geneva.usmission.gov,Yes
genome.gov,Yes
genome.jgi.doe.gov,Yes
genomicscience.energy.gov,Yes
geo-nsdi.er.usgs.gov,Yes
geo.arc.nasa.gov,Yes
geo.nsstc.nasa.gov,No
geochange.er.usgs.gov,Yes
geocoding.geo.census.gov,Yes
geodata.epa.gov,Yes
geodata.nal.usda.gov,No
geodesy.noaa.gov,Yes
geofidelis.usmc.mil,Yes
geohealth.hhs.gov,Yes
geoint.nrlssc.navy.smil.mil,Yes
geoint.nrlssc.navy.smil.ml,--
geolocator.cdan.dot.gov,Yes
geomine.osmre.gov,Yes
geonames.nga.mil,Yes
geonarrative.usgs.gov,Yes
geonode.state.gov,Yes
geoplatform.epa.gov,Yes
geoplatform.gov,Yes
geoplatform5.epa.gov,No
geopub.epa.gov,Yes
georgewbush-whitehouse.archives.gov,No
georgewbushlibrary.gov,Yes
geoservices.sc.egov.usda.gov,No
geraldrford.jobcorps.gov,Yes
germsage.nichd.nih.gov,Yes
get.gov,Yes
get.nfipdirect.fema.gov,Yes
getinternet.gov,Yes
getscot.sandia.gov,Yes
getsmartaboutdrugs.gov,Yes
gettested.cdc.gov,Yes
gewa.gsfc.nasa.gov,Yes
gfdl.noaa.gov,Yes
gfo.wff.nasa.gov,No
gh-usersguide.usaid.gov,No
gh.usembassy.gov,Yes
ghexcesskids.ctss.nih.gov,Yes
ghgdata.epa.gov,Yes
ghgr.nist.gov,Yes
ghgreporting.epa.gov,Yes
ghrc.nsstc.nasa.gov,Yes
gigeagle.mil,Yes
gii.dhs.gov,Yes
giitest.dhs.gov,No
gimms.gsfc.nasa.gov,No
ginniemae.gov,Yes
giovanni.gsfc.nasa.gov,Yes
gipoc.grc.nasa.gov,Yes
gipsyx.jpl.nasa.gov,Yes
girlshealth.gov,Yes
gis.aw3s.navy.mil,Yes
gis.blm.gov,No
gis.boemre.gov,No
gis.cancer.gov,Yes
gis.charttools.noaa.gov,No
gis.data.census.gov,No
gis.earthdata.nasa.gov,Yes
gis.fema.gov,Yes
gis.fhwa.dot.gov,Yes
gis.fws.gov,Yes
gis.geo.census.gov,No
gis.ipad.fas.usda.gov,No
gis.larc.nasa.gov,Yes
gis.ndc.nasa.gov,Yes
gis.nlm.nih.gov,No
gis.usgs.gov,Yes
gis1.usgs.gov,Yes
gisc-washington-cprk.ncep.noaa.gov,No
gispub.epa.gov,Yes
giss.nasa.gov,Yes
gissrv6.ndc.nasa.gov,No
gissupport.noaa.gov,No
gisx.ndc.nasa.gov,Yes
git.bl1231.als.lbl.gov,No
git.earthdata.nasa.gov,No
git.nemsis.org,Yes
gitlab.jten.mil,Yes
gitlab.lbl.gov,No
gitlab.modaps.eosdis.nasa.gov,No
glacier.lbl.gov,Yes
glam1.gsfc.nasa.gov,Yes
glamm.lbl.gov,Yes
glamr.gsfc.nasa.gov,Yes
glas.wff.nasa.gov,No
glcwra.wim.usgs.gov,Yes
glenmont.jobcorps.gov,Yes
glerl.noaa.gov,Yes
gliht.gsfc.nasa.gov,Yes
glihtdata.gsfc.nasa.gov,Yes
glioma-biodp.nci.nih.gov,Yes
glmris.anl.gov,Yes
GLOBALCHANGE.GOV,Yes
globaldossier.uspto.gov,Yes
globalocean.noaa.gov,Yes
globalusers.ncjrs.gov,No
globe.gov,Yes
globus.org,Yes
globus01.sdcc.bnl.gov,No
glorecords.blm.gov,Yes
glory.giss.nasa.gov,Yes
glovis-cloud.usgs.gov,Yes
glovis.usgs.gov,Yes
glr.cap.gov,Yes
glri.us,Yes
gm.usembassy.gov,Yes
gm2.fnal.gov,No
gmao.gsfc.nasa.gov,Yes
gml.noaa.gov,Yes
gmta.gov,Yes
gn.usembassy.gov,Yes
gne-m.ctss.nih.gov,Yes
gnome.orr.noaa.gov,Yes
go.dhs.gov,Yes
go.ecs.mil,--
go.fema.gov,Yes
go.sec.gov,No
go.state.gov,No
go.usa.gov,Yes
goarmysof.army.mil,Yes
gocivilairpatrol.com,Yes
gocompetition.energy.gov,Yes
godirect.gov,Yes
goes-r.gov,Yes
goes-r.noaa.gov,Yes
goes-r.nsstc.nasa.gov,Yes
goes.bol.navy.mil,Yes
gold.jgi.doe.gov,Yes
goldberg.lbl.gov,Yes
goldeneye.pnl.gov,No
goldsfs1.gesdisc.eosdis.nasa.gov,No
goldsmr1.gesdisc.eosdis.nasa.gov,No
goldsmr2.gesdisc.eosdis.nasa.gov,No
goldsmr3.gesdisc.eosdis.nasa.gov,No
goldsmr4.gesdisc.eosdis.nasa.gov,No
goldsmr5.gesdisc.eosdis.nasa.gov,No
goldwaterscholarship.gov,Yes
gonadsage.nichd.nih.gov,Yes
goodfellow.af.mil,Yes
goodfellow.tricare.mil,Yes
gosere.af.mil,Yes
goto.jpl.nasa.gov,No
gotowork-piv.ed.gov,No
gotowork.ed.gov,No
govdashboard.fda.gov,Yes
government-shutdown.noaa.gov,No
govloans.gov,Yes
govnxg.seaport.navy.mil,--
gpareviews.state.gov,No
gpdashboard.epa.gov,No
gpm-gv.gsfc.nasa.gov,Yes
gpm.nasa.gov,Yes
gpm1.gesdisc.eosdis.nasa.gov,No
gpm2.gesdisc.eosdis.nasa.gov,No
gpo.usajobs.gov,Yes
gq.usembassy.gov,Yes
gr.usembassy.gov,Yes
grace.jpl.nasa.gov,Yes
gracefo.jpl.nasa.gov,Yes
gradedec.fra.dot.gov,Yes
grafton.jobcorps.gov,Yes
grandforks.af.mil,Yes
grandforks.tricare.mil,Yes
granta-mi.sandia.gov,Yes
grantee.fema.gov,Yes
grantees-cancercontrol.cancer.gov,Yes
grants.arts.gov,No
grants.gov,Yes
grants.hrsa.gov,Yes
grants.iaf.gov,No
grants.imls.gov,No
grants.nih.gov,Yes
grantsgovprod.wordpress.com,Yes
grantsonline.rdc.noaa.gov,No
grantsonlinetest.rdc.noaa.gov,No
grantsonlinetraining.rdc.noaa.gov,No
graphical.mdl.nws.noaa.gov,Yes
graphical.weather.gov,Yes
graphing.cbex.noaa.gov,Yes
grasp.nhlbi.nih.gov,Yes
gravelocator.cem.va.gov,No
graysreef.noaa.gov,Yes
grc.nasa.gov,Yes
grcariverpermits.nps.gov,Yes
grdr-guid.ncats.nih.gov,Yes
greatlakes-mdc.diver.orr.noaa.gov,Yes
greatonyx.jobcorps.gov,Yes
green-uts-us-east-1.awsint.nlm.nih.gov,No
green-uts-us-east-1.awsprod.nlm.nih.gov,No
green-uts-us-east-1.awsqa.nlm.nih.gov,No
green.mytva.com,Yes
greengenes.lbl.gov,Yes
greengov.gov,Yes
greenriver.wawg.cap.gov,Yes
greta.lbl.gov,Yes
grgb.navy.mil,--
gric.nsopw.gov,Yes
gridarchitecture.pnnl.gov,Yes
gridintegration.lbl.gov,Yes
gridpiq.pnnl.gov,Yes
grissom.afrc.af.mil,Yes
group225nj.cap.gov,Yes
grow.exim.gov,Yes
gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov,No
gs6102dsc-airsl1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-airsl2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-atrain.gesdisc.eosdis.nasa.gov,No
gs6102dsc-aura.gesdisc.eosdis.nasa.gov,No
gs6102dsc-disc1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-disc12.gesdisc.eosdis.nasa.gov,No
gs6102dsc-disc2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-discnrt1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-discnrt2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-docserver.gesdisc.eosdis.nasa.gov,No
gs6102dsc-goldsfs1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-goldsmr2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-goldsmr3.gesdisc.eosdis.nasa.gov,No
gs6102dsc-goldsmr4.gesdisc.eosdis.nasa.gov,No
gs6102dsc-goldsmr5.gesdisc.eosdis.nasa.gov,No
gs6102dsc-gpm1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-gpm2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-hydro1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-hydro2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-measures.gesdisc.eosdis.nasa.gov,No
gs6102dsc-oco2.gesdisc.eosdis.nasa.gov,No
gs6102dsc-reason.gesdisc.eosdis.nasa.gov,No
gs6102dsc-s4psci.gesdisc.eosdis.nasa.gov,No
gs6102dsc-snpp-omps.gesdisc.eosdis.nasa.gov,No
gs6102dsc-snpp-sounder.gesdisc.eosdis.nasa.gov,No
gs6102dsc-snppl0.gesdisc.eosdis.nasa.gov,No
gs6102dsc-tads1.gesdisc.eosdis.nasa.gov,No
gs6102dsc-tropomi.gesdisc.eosdis.nasa.gov,No
gs6133avdc1.gsfc.nasa.gov,No
gs614-avdc1-pz.gsfc.nasa.gov,No
gs614-avdc1.gsfc.nasa.gov,No
gs618-glam1.gsfc.nasa.gov,No
gs671-suske.ndc.nasa.gov,Yes
gs671-umbra.nascom.nasa.gov,No
gs674-ono.ndc.nasa.gov,No
gs674-sep.ccmc.gsfc.nasa.gov,No
gsa.dotgov.gov,--
gsa.gov,Yes
gsa.usajobs.gov,Yes
gsaadvantage-cors.fas.gsa.gov,No
gsaadvantage-test2.fas.gsa.gov,No
gsaadvantage-test3.fas.gsa.gov,No
gsaadvantage.gov,Yes
gsaauctions.gov,Yes
gsaelibrary.gsa.gov,Yes
gsafcu.gsa.gov,No
gsafleet.gov,Yes
gsafleet2go.fas.gsa.gov,No
gsaglobalsupply.gsa.gov,Yes
gsaig.gov,Yes
gsasolutionssecure.gsa.gov,Yes
gsaxcess.gov,Yes
gsaxcesspractice.fas.gsa.gov,No
gsbca.gsa.gov,Yes
gsbca2.gsa.gov,Yes
gsdt.pnnl.gov,No
gse.grantsolutions.gov,No
gsfcvpn.nasa.gov,No
gsgoesbomgar.ndc.nasa.gov,No
gsl.noaa.gov,Yes
gsrp.ctss.nih.gov,Yes
gsrs.ncats.nih.gov,Yes
gsspubssl.nci.nih.gov,Yes
gssr.jpl.nasa.gov,Yes
gsu.grantsolutions.gov,No
gsworkplace.lbl.gov,Yes
gt.usembassy.gov,Yes
gtb.nsopw.gov,Yes
gtocx.jpl.nasa.gov,Yes
gts.nhtsa.gov,Yes
gtsc.lbl.gov,Yes
gu.ng.mil,Yes
guam.tricare.mil,Yes
guantanamo.tricare.mil,Yes
guardian.jpl.nasa.gov,Yes
