hostname,pageviews,visits
1f20gjwxk-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,9,1
1f20gjx6g-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gjx72-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gjxk3-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gjy93-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gjyfn-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,27,1
1f20gjymm-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gjyoj-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gjzt0-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gjzt1-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gjzt2-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gjzt3-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gjzt4-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gjzt5-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gjzt6-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gjzt9-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gjzta-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gjztd-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gjztm-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gjztx-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gjztx-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk0jb-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gk0lt-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk0on-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk0on-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gk0xx-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk2s1-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk2s1-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk2s4-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gk2s8-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk2sk-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gk2sk-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk2sn-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,12,1
1f20gk2yb-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gk2z8-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gk32z-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk34e-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk34e-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk37d-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk37d-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk3aq-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk3aq-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk3fn-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gk3hn-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gk3y8-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,9,1
1f20gk46p-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gk4cw-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gk4cx-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4cy-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,3
1f20gk4cz-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4d0-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4d1-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk4d2-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gk4d3-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4d5-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4d6-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk4d7-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4d8-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk4gc-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gk4p8-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gk4v1-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk4v1-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,10,2
1f20gk5em-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gk5ri-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gk6je-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gk6zm-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gk71c-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk71c-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gk7se-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk7tp-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk7u3-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gk85e-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gk85f-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk85g-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk85h-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk85i-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gk85j-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk85o-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk85q-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk86b-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gk86g-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk8jh-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gk90p-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gk96d-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,23,1
1f20gk97e-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gk9n8-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gka7g-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gka9c-mp02-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gka9c-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkaaz-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkat3-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkawx-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkbl0-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,3
1f20gkbtb-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkcpd-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkcr9-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,12,2
1f20gkcwn-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,12,2
1f20gkday-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gkdoc-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,17,2
1f20gkdpu-mp02-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gkdpu-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,1
1f20gke8o-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gkeo4-mp01-y-https-account-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkeo4-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkeod-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gker3-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,1
1f20gkev7-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkexq-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gkf3p-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gkf4s-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkfij-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkgeh-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkghw-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkgkz-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gkh1a-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkhdj-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gki0a-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gki7j-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gkiev-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gkiie-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkiif-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gkitq-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gkitq-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkizl-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gkizl-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,10,2
1f20gkja3-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,19,1
1f20gkjqy-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkjuz-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,14,1
1f20gkjzw-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gkk0s-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gkkm4-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,17,1
1f20gkkok-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkl1q-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkl2u-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkldw-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gkljj-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gklko-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gkm57-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkm7d-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkmuf-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkmuf-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gknr6-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gknrq-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gknvw-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,11,1
1f20gkny2-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gko6j-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gkoqe-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkoqo-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkoqo-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkowf-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkowm-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkpf1-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkpr4-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gkpun-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gkq3y-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkq3y-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkq8q-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gkqb5-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkqhm-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gkr33-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkr51-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkrax-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkrhf-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkrkg-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkrme-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkrn6-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gksh3-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkss0-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gktwt-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,20,1
1f20gktzf-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkuci-mp02-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gkuci-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkui8-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkum2-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,9,1
1f20gkupo-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gkuvi-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkuw6-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkuxj-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,12,3
1f20gkuyq-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkv01-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkv34-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkv8k-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gkvdn-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gkvlz-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gkvpw-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkvqe-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gkvr2-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkvt5-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gkvt5-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,2
1f20gkvvn-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gkvzc-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkvzc-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkw38-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,20,1
1f20gkw62-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkwaw-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gkwoj-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkwzz-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkx0r-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gkx11-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gkx4w-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gkxam-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkxam-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gkxf7-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkxgz-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkxrm-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gkxsd-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkxye-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gky1g-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gky1o-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gky3q-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gky9m-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gkypb-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gkze5-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,2
1f20gl01m-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl01n-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gl026-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl05r-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,9,2
1f20gl0lk-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl0lk-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gl0m6-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl0m6-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gl0o4-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl0wr-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gl0wr-mp01-y-https-www-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl14s-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,2
1f20gl1do-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl1hc-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl1mi-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl1q5-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl1q5-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl20w-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl25z-mp02-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl25z-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl266-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl28e-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gl2ca-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gl2f8-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gl2mh-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl2mh-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,1
1f20gl2ng-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl2or-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,11,1
1f20gl31g-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl32i-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl32i-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,9,2
1f20gl334-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl33e-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gl34i-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl372-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl3el-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl3eq-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,1
1f20gl3to-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl3to-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gl42h-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,2
1f20gl49f-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,2,2
1f20gl4i0-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,3
1f20gl4k2-mp03-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl4k2-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,2
1f20gl4n2-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl4pi-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,6,1
1f20gl53o-mp03-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,4
1f20gl569-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl569-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl5do-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl5fo-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,4,1
1f20gl5fp-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,4
1f20gl5fs-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5ft-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5fv-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,3,1
1f20gl5fx-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5fy-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5fz-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5g0-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
1f20gl5g1-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,1,1
1f20gl5i8-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,7,2
1f20gl5nd-mp01-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,5,1
1f20gl5tl-mp02-y-https-pubmed-ncbi-nlm-nih-gov.proxy.lirn.net,8,1
1f20gl5uf-mp01-y-https-pmc-ncbi-nlm-nih-gov.proxy.lirn.net,1,2
